TestName,VertexCount,Runtime(milliseconds),PITC,PITC/VertexCount,UPD,AvgDegree,
StressTests/4409,1171,98,18362,15.6806,241,5.97649,
StressTests/4410,1172,156,17663,15.0708,417,5.86407,
StressTests/4411,1172,95,17952,15.3174,358,5.91575,
StressTests/4412,1171,108,18420,15.7301,320,6.00856,
StressTests/4413,1171,93,18147,15.497,369,5.95916,
StressTests/4414,1170,125,18140,15.5043,397,5.96515,
StressTests/4415,1171,104,18969,16.199,299,6.11921,
StressTests/4416,1171,159,18495,15.7942,131,5.9771,
StressTests/4417,1170,86,17810,15.2222,272,5.87155,
StressTests/4418,1170,123,18030,15.4103,372,5.94006,
StressTests/4419,1170,90,18128,15.494,255,5.93556,
StressTests/4420,1170,90,17654,15.0889,316,5.84736,
StressTests/4421,1169,104,17844,15.2643,399,5.90894,
StressTests/4422,1170,60,17636,15.0735,295,5.83854,
StressTests/4423,1169,141,18237,15.6005,220,5.95506,
StressTests/4424,1170,63,17912,15.3094,322,5.90396,
StressTests/4425,1170,135,18622,15.9162,224,6.03102,
StressTests/4426,1168,96,17913,15.3365,243,5.89453,
StressTests/4427,1169,91,18314,15.6664,311,5.99079,
StressTests/4428,1168,79,17739,15.1875,268,5.8576,
StressTests/4429,1168,91,17895,15.3211,220,5.89539,
StressTests/4430,1168,100,18268,15.6404,265,5.97406,
StressTests/4431,1168,68,17542,15.0188,305,5.82654,
StressTests/4432,1168,82,17804,15.2432,297,5.88375,
StressTests/4433,1167,84,17683,15.1525,236,5.8464,
StressTests/4434,1168,95,18087,15.4854,268,5.93445,
StressTests/4435,1167,108,18369,15.7404,259,5.99488,
StressTests/4436,1168,66,18812,16.1062,221,6.08413,
StressTests/4437,1168,166,18532,15.8664,219,6.01686,
StressTests/4438,1167,104,18378,15.7481,181,5.98284,
StressTests/4439,1167,72,18060,15.4756,306,5.94452,
StressTests/4440,1167,101,17857,15.3016,314,5.90019,
StressTests/4441,1166,106,18406,15.7856,260,6.00941,
StressTests/4442,1167,94,17618,15.0968,357,5.85812,
StressTests/4443,1166,100,18330,15.7204,281,5.99807,
StressTests/4444,1166,88,17719,15.1964,301,5.87055,
StressTests/4445,1166,114,17778,15.247,427,5.91108,
StressTests/4446,1165,89,17990,15.4421,318,5.93636,
StressTests/4447,1165,440,17573,15.0841,245,5.83054,
StressTests/4448,1165,66,18049,15.4927,333,5.95227,
StressTests/4449,1164,110,17944,15.4158,287,5.91906,
StressTests/4450,1164,70,18096,15.5464,338,5.96345,
StressTests/4451,1164,55,18054,15.5103,283,5.94599,
StressTests/4452,1164,102,17551,15.0782,235,5.82494,
StressTests/4453,1163,107,16488,14.1771,529,5.66509,
StressTests/4454,1163,124,17891,15.3835,403,5.93928,
StressTests/4455,1162,96,18189,15.6532,282,5.98213,
StressTests/4456,1161,109,17896,15.4143,257,5.91342,
StressTests/4457,1162,90,17594,15.1411,268,5.84978,
StressTests/4458,1161,99,18229,15.7011,349,6.00624,
StressTests/4459,1162,82,17611,15.1558,333,5.87002,
StressTests/4460,1160,100,17738,15.2914,291,5.89311,
StressTests/4461,1161,76,17849,15.3738,236,5.90108,
StressTests/4462,1161,77,17735,15.2756,296,5.8948,
StressTests/4463,1161,92,17249,14.857,400,5.81982,
StressTests/4464,1161,112,18466,15.9053,144,6.02425,
StressTests/4465,1160,117,18308,15.7828,349,6.02306,
StressTests/4466,1160,88,17535,15.1164,272,5.84869,
StressTests/4467,1160,126,17521,15.1043,299,5.84574,
StressTests/4468,1159,86,17613,15.1967,266,5.86324,
StressTests/4469,1160,90,17461,15.0526,271,5.82715,
StressTests/4470,1160,72,17760,15.3103,300,5.89961,
StressTests/4471,1160,51,17763,15.3129,252,5.89124,
StressTests/4472,1159,84,17292,14.9198,352,5.81249,
StressTests/4473,1157,107,17644,15.2498,351,5.90032,
StressTests/4474,1158,109,18084,15.6166,305,5.97772,
StressTests/4475,1157,73,17676,15.2774,282,5.88829,
StressTests/4476,1158,111,17631,15.2254,226,5.86069,
StressTests/4477,1158,94,18487,15.9646,211,6.04339,
StressTests/4478,1158,171,17780,15.3541,390,5.9295,
StressTests/4479,1157,45,17407,15.0449,213,5.81346,
StressTests/4480,1157,77,17970,15.5315,277,5.94943,
StressTests/4481,1156,106,17985,15.558,343,5.9714,
StressTests/4482,1157,192,18247,15.771,172,5.98055,
StressTests/4483,1157,62,17567,15.1832,312,5.87108,
StressTests/4484,1156,64,17838,15.4308,289,5.92699,
StressTests/4485,1156,138,17864,15.4533,228,5.91946,
StressTests/4486,1156,77,17759,15.3625,250,5.90228,
StressTests/4487,1156,247,17993,15.5649,286,5.95992,
StressTests/4488,1155,84,17864,15.4667,294,5.93713,
StressTests/4489,1154,102,17504,15.1681,256,5.85532,
StressTests/4490,1154,133,17595,15.247,230,5.86911,
StressTests/4491,1154,93,17544,15.2028,202,5.85619,
StressTests/4492,1154,88,18520,16.0485,234,6.05019,
StressTests/4493,1153,131,18064,15.667,265,5.98124,
StressTests/4494,1153,119,18013,15.6227,245,5.96645,
StressTests/4495,1153,98,17731,15.3781,359,5.93048,
StressTests/4496,1153,81,17634,15.294,249,5.88219,
StressTests/4497,1152,45,17565,15.2474,251,5.87348,
StressTests/4498,1152,58,17541,15.2266,179,5.84907,
StressTests/4499,1152,51,17737,15.3967,233,5.90747,
StressTests/4500,1152,84,17652,15.3229,358,5.91543,
StressTests/4501,1152,85,17591,15.27,385,5.90868,
StressTests/4502,1151,97,17772,15.4405,440,5.96344,
StressTests/4503,1151,118,17338,15.0634,320,5.85029,
StressTests/4504,1152,114,17519,15.2075,437,5.90593,
StressTests/4505,1152,72,17607,15.2839,283,5.88708,
StressTests/4506,1152,89,17422,15.1233,378,5.87305,
StressTests/4507,1152,86,16981,14.7405,255,5.74547,
StressTests/4508,1152,195,17704,15.3681,321,5.91828,
StressTests/4509,1151,115,18152,15.7706,293,6.01281,
StressTests/4510,1151,130,17291,15.0226,347,5.84145,
StressTests/4511,1150,113,17143,14.907,293,5.7973,
StressTests/4512,1149,95,17990,15.6571,312,5.9891,
StressTests/4513,1149,89,17730,15.4308,351,5.94179,
StressTests/4514,1149,101,18171,15.8146,232,6.01329,
StressTests/4515,1150,86,17844,15.5165,289,5.94882,
StressTests/4516,1150,95,18131,15.7661,327,6.02197,
StressTests/4517,1150,90,17495,15.213,238,5.85925,
StressTests/4518,1149,82,17933,15.6075,316,5.97755,
StressTests/4519,1148,93,17459,15.2082,209,5.85351,
StressTests/4520,1149,105,17267,15.0279,217,5.81024,
StressTests/4521,1149,103,17655,15.3655,276,5.91156,
StressTests/4522,1149,96,17617,15.3325,283,5.90238,
StressTests/4523,1149,82,17350,15.1001,268,5.83929,
StressTests/4524,1147,99,17847,15.5597,346,5.97424,
StressTests/4525,1148,89,17785,15.4922,405,5.96902,
StressTests/4526,1148,105,17687,15.4068,309,5.92669,
StressTests/4527,1148,97,17545,15.2831,291,5.89117,
StressTests/4528,1148,116,17723,15.4382,232,5.91531,
StressTests/4529,1148,121,17052,14.8537,392,5.80606,
StressTests/4530,1147,79,17650,15.388,223,5.90349,
StressTests/4531,1146,96,17627,15.3813,207,5.89266,
StressTests/4532,1146,123,17089,14.9119,312,5.80336,
StressTests/4533,1146,166,17435,15.2138,355,5.88748,
StressTests/4534,1147,70,17530,15.2833,261,5.88493,
StressTests/4535,1145,103,17646,15.4114,345,5.93504,
StressTests/4536,1146,50,17528,15.2949,264,5.88855,
StressTests/4537,1146,72,17608,15.3647,236,5.90109,
StressTests/4538,1145,87,17412,15.207,515,5.92217,
StressTests/4539,1145,100,17353,15.1555,308,5.86377,
StressTests/4540,1145,93,17971,15.6952,310,6.00022,
StressTests/4541,1145,98,16687,14.5738,413,5.7412,
StressTests/4542,1144,119,17292,15.1154,384,5.86849,
StressTests/4543,1144,80,18621,16.2771,235,6.11664,
StressTests/4544,1145,139,17922,15.6524,183,5.95783,
StressTests/4545,1143,95,16977,14.853,297,5.78675,
StressTests/4546,1144,69,19681,17.2037,161,6.29865,
StressTests/4547,1143,82,18192,15.916,201,6.02469,
StressTests/4548,1143,103,17424,15.2441,360,5.89617,
StressTests/4549,1143,91,17581,15.3815,198,5.9033,
StressTests/4550,1142,82,17746,15.5394,273,5.95197,
StressTests/4551,1142,101,17521,15.3424,402,5.93134,
StressTests/4552,1142,95,17989,15.7522,271,6.00395,
StressTests/4553,1142,92,17925,15.6961,255,5.98621,
StressTests/4554,1142,246,17227,15.0849,445,5.87629,
StressTests/4555,1142,87,17958,15.725,208,5.98379,
StressTests/4556,1141,94,17571,15.3996,346,5.93348,
StressTests/4557,1141,95,17198,15.0727,299,5.84219,
StressTests/4558,1141,125,17368,15.2217,354,5.88748,
StressTests/4559,1141,94,17557,15.3874,304,5.92119,
StressTests/4560,1140,83,17052,14.9579,315,5.81778,
StressTests/4561,1141,77,17213,15.0859,307,5.84894,
StressTests/4562,1140,103,17385,15.25,443,5.9187,
StressTests/4563,1140,131,17399,15.2623,257,5.886,
StressTests/4564,1139,88,17678,15.5206,357,5.96921,
StressTests/4565,1139,93,17675,15.518,206,5.9188,
StressTests/4566,1139,312,17516,15.3784,376,5.93275,
StressTests/4567,1139,56,17224,15.122,339,5.86255,
StressTests/4568,1138,84,17817,15.6564,203,5.96046,
StressTests/4569,1138,97,17898,15.7276,301,6.00812,
StressTests/4570,1138,130,16892,14.8436,369,5.80738,
StressTests/4571,1138,79,17737,15.5861,255,5.96038,
StressTests/4572,1138,156,17390,15.2812,363,5.90777,
StressTests/4573,1137,92,17610,15.4881,265,5.93599,
StressTests/4574,1137,83,17717,15.5822,282,5.96629,
StressTests/4575,1136,91,17220,15.1585,348,5.87773,
StressTests/4576,1135,116,17665,15.5639,260,5.95459,
StressTests/4577,1135,77,17367,15.3013,273,5.89387,
StressTests/4578,1136,71,17625,15.515,210,5.93275,
StressTests/4579,1136,108,17259,15.1928,394,5.89261,
StressTests/4580,1135,102,17975,15.837,265,6.02735,
StressTests/4581,1135,54,17542,15.4555,325,5.94328,
StressTests/4582,1135,106,17975,15.837,294,6.03698,
StressTests/4583,1134,85,17988,15.8624,158,6.01235,
StressTests/4584,1135,104,17431,15.3577,261,5.90168,
StressTests/4585,1133,83,16991,14.9965,246,5.81334,
StressTests/4586,1133,164,16837,14.8605,226,5.7725,
StressTests/4587,1134,90,17194,15.1623,243,5.85059,
StressTests/4588,1134,101,17351,15.3007,171,5.87039,
StressTests/4589,1133,80,17100,15.0927,256,5.83584,
StressTests/4590,1134,112,17943,15.8228,266,6.0221,
StressTests/4591,1133,116,17668,15.594,261,5.96597,
StressTests/4592,1133,76,17249,15.2242,327,5.88602,
StressTests/4593,1132,98,17619,15.5645,321,5.96838,
StressTests/4594,1132,73,17756,15.6855,263,5.98675,
StressTests/4595,1132,157,16748,14.7951,368,5.78898,
StressTests/4596,1131,76,17242,15.2449,227,5.86701,
StressTests/4597,1132,166,17146,15.1466,361,5.87409,
StressTests/4598,1132,310,17478,15.4399,374,5.95043,
StressTests/4599,1131,489,16599,14.6764,287,5.73959,
StressTests/4600,1131,49,17495,15.4686,209,5.91772,
StressTests/4601,1131,118,17875,15.8046,307,6.02634,
StressTests/4602,1129,110,17079,15.1275,303,5.85667,
StressTests/4603,1130,106,17217,15.2363,164,5.84612,
StressTests/4604,1130,115,17898,15.8389,301,6.03298,
StressTests/4605,1129,97,17277,15.3029,280,5.8955,
StressTests/4606,1129,82,17108,15.1532,229,5.85651,
StressTests/4607,1129,106,17240,15.2702,359,5.90481,
StressTests/4608,1129,125,17642,15.6262,253,5.97118,
StressTests/4609,1128,96,17348,15.3794,279,5.91565,
StressTests/4610,1128,155,17138,15.1933,283,5.86566,
StressTests/4611,1128,73,17359,15.3892,288,5.91853,
StressTests/4612,1128,127,17832,15.8085,299,6.02642,
StressTests/4613,1128,98,16955,15.031,359,5.84414,
StressTests/4614,1128,92,17112,15.1702,294,5.86708,
StressTests/4615,1128,158,17042,15.1082,316,5.8535,
StressTests/4616,1128,90,17280,15.3191,263,5.89609,
StressTests/4617,1128,126,17538,15.5479,325,5.96736,
StressTests/4618,1127,107,17850,15.8385,175,5.99229,
StressTests/4619,1127,94,17049,15.1278,263,5.84911,
StressTests/4620,1126,81,16857,14.9707,386,5.83863,
StressTests/4621,1125,90,17087,15.1884,235,5.85654,
StressTests/4622,1126,85,17283,15.349,395,5.93281,
StressTests/4623,1125,84,16808,14.9404,257,5.80756,
StressTests/4624,1124,69,17121,15.2322,317,5.88634,
StressTests/4625,1124,81,17127,15.2375,254,5.87305,
StressTests/4626,1125,75,16813,14.9449,310,5.81278,
StressTests/4627,1125,98,17438,15.5004,302,5.94903,
StressTests/4628,1124,90,17163,15.2696,392,5.91176,
StressTests/4629,1124,273,16726,14.8808,242,5.78882,
StressTests/4630,1124,53,16806,14.952,267,5.80717,
StressTests/4631,1124,62,19142,17.0302,208,6.26824,
StressTests/4632,1124,76,17392,15.4733,202,5.91996,
StressTests/4633,1124,79,17032,15.153,264,5.85469,
StressTests/4634,1123,90,17164,15.2841,223,5.879,
StressTests/4635,1123,101,17176,15.2947,261,5.89045,
StressTests/4636,1122,107,17605,15.6907,238,5.97782,
StressTests/4637,1121,70,16942,15.1133,304,5.85237,
StressTests/4638,1122,73,17198,15.328,409,5.93146,
StressTests/4639,1122,58,16921,15.0811,514,5.89174,
StressTests/4640,1122,70,16996,15.148,220,5.84286,
StressTests/4641,1122,107,17305,15.4234,311,5.93327,
StressTests/4642,1121,95,17294,15.4273,259,5.92213,
StressTests/4643,1122,78,16855,15.0223,540,5.88368,
StressTests/4644,1120,77,17487,15.6134,271,5.97227,
StressTests/4645,1119,100,17675,15.7954,218,6.00604,
StressTests/4646,1119,100,17106,15.2869,273,5.89011,
StressTests/4647,1120,100,17336,15.4786,371,5.96041,
StressTests/4648,1120,64,16712,14.9214,341,5.81574,
StressTests/4649,1120,106,17192,15.35,253,5.90188,
StressTests/4650,1120,74,17219,15.3741,314,5.9249,
StressTests/4651,1118,103,16938,15.1503,240,5.84621,
StressTests/4652,1119,78,17414,15.5621,187,5.95335,
StressTests/4653,1119,79,16756,14.9741,374,5.83479,
StressTests/4654,1119,91,16710,14.933,224,5.79355,
StressTests/4655,1118,69,16816,15.0411,386,5.85436,
StressTests/4656,1119,103,17002,15.1939,347,5.89589,
StressTests/4657,1119,69,17128,15.3065,203,5.87923,
StressTests/4658,1117,114,17550,15.7117,341,6.01097,
StressTests/4659,1118,64,17152,15.3417,266,5.89998,
StressTests/4660,1118,112,17506,15.6583,327,5.99507,
StressTests/4661,1116,173,16971,15.207,283,5.87407,
StressTests/4662,1116,77,17435,15.6228,307,5.98161,
StressTests/4663,1116,98,17174,15.3889,402,5.94523,
StressTests/4664,1115,151,17112,15.3471,303,5.91375,
StressTests/4665,1113,127,16426,14.7583,288,5.76181,
StressTests/4666,1113,77,17122,15.3836,241,5.90468,
StressTests/4667,1113,74,16963,15.2408,368,5.90074,
StressTests/4668,1112,86,16909,15.2059,202,5.85299,
StressTests/4669,1111,105,17322,15.5914,231,5.95103,
StressTests/4670,1111,87,17292,15.5644,356,5.97815,
StressTests/4671,1112,84,17172,15.4424,276,5.93062,
StressTests/4672,1112,83,16871,15.1718,214,5.84619,
StressTests/4673,1112,76,17145,15.4182,255,5.9198,
StressTests/4674,1110,96,17435,15.7072,249,5.99053,
StressTests/4675,1111,97,17283,15.5563,305,5.96573,
StressTests/4676,1111,100,17442,15.6994,377,6.0151,
StressTests/4677,1111,83,17496,15.748,241,5.99932,
StressTests/4678,1111,107,17313,15.5833,336,5.97948,
StressTests/4679,1109,87,17003,15.3318,291,5.9056,
StressTests/4680,1110,73,17316,15.6,256,5.96371,
StressTests/4681,1110,146,17196,15.4919,189,5.92197,
StressTests/4682,1110,85,17066,15.3748,210,5.90671,
StressTests/4683,1110,98,16760,15.0991,372,5.87235,
StressTests/4684,1108,90,17051,15.389,172,5.89582,
StressTests/4685,1109,102,17431,15.7178,312,6.00474,
StressTests/4686,1107,78,17133,15.477,352,5.95679,
StressTests/4687,1108,118,16940,15.2888,229,5.88269,
StressTests/4688,1108,66,16945,15.2933,249,5.88969,
StressTests/4689,1108,58,16638,15.0162,295,5.82757,
StressTests/4690,1107,85,17287,15.6161,305,5.98009,
StressTests/4691,1108,153,16955,15.3023,364,5.91213,
StressTests/4692,1108,155,16792,15.1552,209,5.84192,
StressTests/4693,1107,52,16851,15.2222,343,5.88964,
StressTests/4694,1107,79,16955,15.3162,302,5.90387,
StressTests/4695,1106,86,17105,15.4656,278,5.9298,
StressTests/4696,1106,140,16386,14.8156,464,5.81653,
StressTests/4697,1106,85,16534,14.9494,508,5.86002,
StressTests/4698,1106,77,17192,15.5443,272,5.9552,
StressTests/4699,1106,223,16865,15.2486,357,5.89903,
StressTests/4700,1106,55,17112,15.472,331,5.95041,
StressTests/4701,1104,72,16142,14.6214,373,5.74564,
StressTests/4702,1104,81,16696,15.1232,242,5.84601,
StressTests/4703,1103,61,17359,15.738,317,6.01385,
StressTests/4704,1103,90,16564,15.0172,385,5.849,
StressTests/4705,1104,97,16831,15.2455,279,5.88181,
StressTests/4706,1103,106,16664,15.1079,293,5.85445,
StressTests/4707,1103,81,17496,15.8622,247,6.02766,
StressTests/4708,1102,86,16700,15.1543,410,5.88952,
StressTests/4709,1102,98,16645,15.1044,319,5.86025,
StressTests/4710,1102,90,17205,15.6125,209,5.95689,
StressTests/4711,1101,105,16857,15.3106,353,5.9165,
StressTests/4712,1102,127,17119,15.5345,288,5.95213,
StressTests/4713,1102,88,16517,14.9882,291,5.82087,
StressTests/4714,1102,84,16729,15.1806,418,5.89793,
StressTests/4715,1101,98,16571,15.0509,465,5.87622,
StressTests/4716,1101,88,16850,15.3043,477,5.94047,
StressTests/4717,1101,69,16426,14.9192,255,5.79545,
StressTests/4718,1100,80,17030,15.4818,232,5.9289,
StressTests/4719,1101,84,17315,15.7266,337,6.00826,
StressTests/4720,1100,78,18783,17.0755,231,6.34976,
StressTests/4721,1101,89,17285,15.6994,298,5.99705,
StressTests/4722,1100,105,17393,15.8118,256,6.01935,
StressTests/4723,1099,94,16961,15.4331,342,5.94415,
StressTests/4724,1100,104,17290,15.7182,253,5.99522,
StressTests/4725,1100,72,16812,15.2836,245,5.88479,
StressTests/4726,1099,83,16525,15.0364,336,5.84552,
StressTests/4727,1099,96,16331,14.8599,334,5.80055,
StressTests/4728,1098,137,16783,15.2851,245,5.88674,
StressTests/4729,1098,117,16837,15.3342,177,5.88922,
StressTests/4730,1098,102,16864,15.3588,192,5.88993,
StressTests/4731,1097,82,16505,15.0456,219,5.81715,
StressTests/4732,1096,51,17002,15.5128,394,5.97623,
StressTests/4733,1097,114,17190,15.67,326,6,
StressTests/4734,1097,73,16904,15.4093,241,5.91395,
StressTests/4735,1097,99,17167,15.649,230,5.97106,
StressTests/4736,1096,74,16643,15.1852,425,5.90126,
StressTests/4737,1096,77,16897,15.417,254,5.91844,
StressTests/4738,1095,95,16243,14.8338,381,5.80238,
StressTests/4739,1096,95,16844,15.3686,299,5.91893,
StressTests/4740,1094,79,17076,15.6088,199,5.95582,
StressTests/4741,1095,77,17068,15.5872,305,5.97234,
StressTests/4742,1094,117,16978,15.5192,349,5.96703,
StressTests/4743,1095,56,16630,15.1872,156,5.83523,
StressTests/4744,1095,90,16274,14.8621,185,5.76318,
StressTests/4745,1094,125,16699,15.2642,310,5.89425,
StressTests/4746,1095,185,16591,15.1516,373,5.88103,
StressTests/4747,1095,102,16477,15.0475,265,5.83093,
StressTests/4748,1094,107,16265,14.8675,263,5.78647,
StressTests/4749,1094,106,16681,15.2477,189,5.86083,
StressTests/4750,1094,43,16718,15.2815,277,5.89021,
StressTests/4751,1091,90,16416,15.0467,284,5.83375,
StressTests/4752,1092,104,16589,15.1914,386,5.89424,
StressTests/4753,1091,95,16699,15.3061,270,5.89624,
StressTests/4754,1091,60,16759,15.3611,263,5.90909,
StressTests/4755,1089,83,16974,15.5868,343,5.98713,
StressTests/4756,1089,87,16770,15.3994,466,5.96503,
StressTests/4757,1090,97,16077,14.7495,384,5.78327,
StressTests/4758,1090,91,16229,14.889,344,5.80941,
StressTests/4759,1090,153,17079,15.6688,245,5.98104,
StressTests/4760,1090,121,17141,15.7257,184,5.97619,
StressTests/4761,1088,100,16705,15.3539,285,5.91204,
StressTests/4762,1088,106,16515,15.1792,558,5.92723,
StressTests/4763,1089,86,16999,15.6097,315,5.98298,
StressTests/4764,1088,85,16269,14.9531,339,5.81906,
StressTests/4765,1089,124,16585,15.2296,257,5.87402,
StressTests/4766,1089,76,16686,15.3223,260,5.89765,
StressTests/4767,1087,145,16446,15.1297,276,5.85793,
StressTests/4768,1088,89,16982,15.6085,202,5.95933,
StressTests/4769,1087,77,16757,15.4158,276,5.92111,
StressTests/4770,1087,76,17057,15.6918,279,5.99401,
StressTests/4771,1087,115,16850,15.5014,298,5.95206,
StressTests/4772,1087,95,16423,15.1086,488,5.89517,
StressTests/4773,1087,107,16896,15.5437,416,5.98986,
StressTests/4774,1087,88,16470,15.1518,462,5.90228,
StressTests/4775,1087,103,16891,15.5391,237,5.93042,
StressTests/4776,1087,102,17079,15.7121,333,6.01291,
StressTests/4777,1086,101,16568,15.256,452,5.92618,
StressTests/4778,1086,73,16967,15.6234,279,5.97604,
StressTests/4779,1087,305,16468,15.15,307,5.86542,
StressTests/4780,1087,77,16705,15.368,308,5.91624,
StressTests/4781,1086,88,16749,15.4227,270,5.9251,
StressTests/4782,1087,86,16385,15.0736,339,5.85434,
StressTests/4783,1085,98,17094,15.7548,210,5.99495,
StressTests/4784,1085,101,16997,15.6654,328,5.99931,
StressTests/4785,1086,97,16156,14.8766,300,5.79894,
StressTests/4786,1085,87,16724,15.4138,243,5.91667,
StressTests/4787,1086,79,16613,15.2974,299,5.90219,
StressTests/4788,1085,90,17337,15.9788,277,6.06648,
StressTests/4789,1085,109,16905,15.5806,331,5.97831,
StressTests/4790,1084,83,16296,15.0332,278,5.83056,
StressTests/4791,1084,112,18140,16.7343,181,6.22232,
StressTests/4792,1085,141,16703,15.3945,239,5.91071,
StressTests/4793,1084,76,16482,15.2048,217,5.85926,
StressTests/4794,1085,75,16455,15.1659,243,5.85513,
StressTests/4795,1085,168,17130,15.788,213,6.00253,
StressTests/4796,1085,77,16386,15.1023,453,5.88203,
StressTests/4797,1084,101,16703,15.4087,218,5.90907,
StressTests/4798,1083,77,16075,14.843,524,5.8395,
StressTests/4799,1084,97,16791,15.4899,325,5.95472,
StressTests/4800,1084,73,16421,15.1485,294,5.8576,
StressTests/4801,1084,83,16507,15.2279,249,5.87087,
StressTests/4802,1084,97,16606,15.3192,202,5.87979,
StressTests/4803,1083,103,16550,15.2816,252,5.89774,
StressTests/4804,1083,103,16800,15.5125,333,5.96346,
StressTests/4805,1083,99,16731,15.4488,330,5.94656,
StressTests/4806,1083,70,16582,15.3112,271,5.89968,
StressTests/4807,1082,97,16596,15.3383,274,5.90405,
StressTests/4808,1082,72,16706,15.4399,226,5.92014,
StressTests/4809,1082,257,16111,14.89,190,5.77466,
StressTests/4810,1082,131,16156,14.9316,274,5.80389,
StressTests/4811,1082,76,16659,15.3965,211,5.90331,
StressTests/4812,1081,146,16343,15.1184,263,5.84874,
StressTests/4813,1081,69,16518,15.2803,218,5.87882,
StressTests/4814,1081,71,17058,15.7798,194,6.01123,
StressTests/4815,1081,94,16580,15.3377,240,5.89709,
StressTests/4816,1079,101,16655,15.4356,403,5.96053,
StressTests/4817,1080,84,16497,15.275,284,5.891,
StressTests/4818,1080,72,17089,15.8231,279,6.01133,
StressTests/4819,1079,70,16555,15.3429,422,5.94172,
StressTests/4820,1079,158,15761,14.607,308,5.7348,
