TestName,VertexCount,Runtime(milliseconds),PITC,PITC/VertexCount,UPD,AvgDegree,
StressTests/4821,1079,92,16397,15.1965,277,5.87007,
StressTests/4822,1079,79,16856,15.6219,251,5.97216,
StressTests/4823,1078,76,15906,14.7551,368,5.78201,
StressTests/4824,1078,102,15933,14.7801,368,5.78829,
StressTests/4825,1077,109,16991,15.7762,240,6.00767,
StressTests/4826,1077,92,16627,15.4383,226,5.92006,
StressTests/4827,1076,94,16651,15.4749,150,5.91442,
StressTests/4828,1077,99,16852,15.6472,236,5.97488,
StressTests/4829,1077,103,16095,14.9443,384,5.83349,
StressTests/4830,1077,88,16338,15.1699,404,5.89439,
StressTests/4831,1076,70,16642,15.4665,234,5.93068,
StressTests/4832,1075,120,16250,15.1163,338,5.86486,
StressTests/4833,1075,83,16746,15.5777,321,5.9774,
StressTests/4834,1076,117,16862,15.671,272,5.98929,
StressTests/4835,1076,71,16380,15.223,222,5.86308,
StressTests/4836,1074,35,16836,15.676,251,5.98485,
StressTests/4837,1074,98,16624,15.4786,221,5.92394,
StressTests/4838,1075,88,16604,15.4456,254,5.93222,
StressTests/4839,1075,108,16595,15.4372,140,5.90232,
StressTests/4840,1075,75,16389,15.2456,231,5.87238,
StressTests/4841,1075,111,16250,15.1163,278,5.85422,
StressTests/4842,1074,62,16003,14.9004,288,5.79888,
StressTests/4843,1074,91,16681,15.5317,279,5.95569,
StressTests/4844,1074,71,16276,15.1546,272,5.86061,
StressTests/4845,1074,93,16181,15.0661,351,5.85544,
StressTests/4846,1074,62,16329,15.2039,372,5.89573,
StressTests/4847,1073,85,16662,15.5284,236,5.94267,
StressTests/4848,1072,109,17057,15.9114,283,6.04946,
StressTests/4849,1073,114,16385,15.2703,361,5.90994,
StressTests/4850,1073,52,16790,15.6477,226,5.9734,
StressTests/4851,1072,91,16454,15.3489,241,5.90161,
StressTests/4852,1073,106,16858,15.7111,283,5.9986,
StressTests/4853,1073,80,16515,15.3914,242,5.91244,
StressTests/4854,1072,94,16210,15.1213,264,5.84897,
StressTests/4855,1071,108,16324,15.2418,298,5.88788,
StressTests/4856,1072,134,16483,15.3759,333,5.92989,
StressTests/4857,1072,79,16621,15.5047,268,5.94465,
StressTests/4858,1072,98,16933,15.7957,205,5.98517,
StressTests/4859,1071,95,16723,15.6144,233,5.96402,
StressTests/4860,1070,78,16671,15.5804,307,5.97449,
StressTests/4861,1071,218,15864,14.8123,258,5.77715,
StressTests/4862,1071,75,16178,15.1055,260,5.84306,
StressTests/4863,1071,115,15949,14.8917,328,5.80645,
StressTests/4864,1071,76,16234,15.1578,263,5.86623,
StressTests/4865,1070,97,16368,15.2972,200,5.87848,
StressTests/4866,1070,89,16425,15.3505,339,5.9258,
StressTests/4867,1070,89,16710,15.6168,290,5.9801,
StressTests/4868,1070,62,15890,14.8505,267,5.77954,
StressTests/4869,1069,74,16717,15.638,207,5.96791,
StressTests/4870,1070,105,16321,15.2533,270,5.88224,
StressTests/4871,1070,70,16184,15.1252,300,5.85952,
StressTests/4872,1069,236,16191,15.1459,187,5.83879,
StressTests/4873,1069,65,16241,15.1927,462,5.91446,
StressTests/4874,1068,105,16748,15.6816,364,6.0136,
StressTests/4875,1068,107,16031,15.0103,370,5.84729,
StressTests/4876,1068,99,16732,15.6667,294,5.99063,
StressTests/4877,1067,93,16680,15.6326,302,5.98756,
StressTests/4878,1067,173,16298,15.2746,339,5.90632,
StressTests/4879,1067,190,16149,15.135,354,5.87485,
StressTests/4880,1066,166,15493,14.5338,367,5.72586,
StressTests/4881,1065,103,16675,15.6573,179,5.9702,
StressTests/4882,1066,117,16667,15.6351,224,5.97411,
StressTests/4883,1064,107,16488,15.4962,261,5.94353,
StressTests/4884,1065,81,15725,14.7653,230,5.75511,
StressTests/4885,1065,99,16001,15.0244,572,5.89861,
StressTests/4886,1063,82,16417,15.444,349,5.94913,
StressTests/4887,1063,102,17052,16.0414,207,6.06763,
StressTests/4888,1063,92,16514,15.5353,288,5.96255,
StressTests/4889,1064,71,16354,15.3703,217,5.90527,
StressTests/4890,1064,60,16391,15.4051,191,5.90243,
StressTests/4891,1064,71,16182,15.2086,435,5.91264,
StressTests/4892,1063,82,16238,15.2756,250,5.8869,
StressTests/4893,1063,88,15883,14.9417,275,5.80688,
StressTests/4894,1063,106,16391,15.4196,257,5.92281,
StressTests/4895,1062,85,16269,15.3192,357,5.92215,
StressTests/4896,1063,99,15938,14.9934,302,5.82119,
StressTests/4897,1062,76,17547,16.5226,184,6.14992,
StressTests/4898,1061,94,16323,15.3845,345,5.93583,
StressTests/4899,1061,92,16441,15.4958,341,5.96269,
StressTests/4900,1062,75,16507,15.5433,295,5.96182,
StressTests/4901,1061,113,16573,15.6202,228,5.96346,
StressTests/4902,1061,75,16078,15.1536,341,5.87885,
StressTests/4903,1062,71,17062,16.0659,199,6.05791,
StressTests/4904,1061,76,15938,15.0217,258,5.82402,
StressTests/4905,1061,70,16153,15.2243,225,5.86722,
StressTests/4906,1061,93,16475,15.5278,241,5.94509,
StressTests/4907,1060,85,15820,14.9245,293,5.81049,
StressTests/4908,1060,214,16269,15.3481,174,5.8857,
StressTests/4909,1059,96,16201,15.2984,210,5.87847,
StressTests/4910,1060,73,16213,15.2953,252,5.88981,
StressTests/4911,1059,109,16007,15.1152,273,5.85099,
StressTests/4912,1058,65,15949,15.0747,265,5.84023,
StressTests/4913,1059,105,16541,15.6195,238,5.96763,
StressTests/4914,1058,75,15951,15.0766,282,5.84544,
StressTests/4915,1057,83,15873,15.017,270,5.82587,
StressTests/4916,1058,99,16635,15.7231,319,6.01468,
StressTests/4917,1058,81,15855,14.9858,411,5.85136,
StressTests/4918,1058,91,16013,15.1352,284,5.86103,
StressTests/4919,1058,174,16608,15.6975,257,5.98082,
StressTests/4920,1058,131,16143,15.258,241,5.88074,
StressTests/4921,1058,50,15810,14.9433,382,5.83424,
StressTests/4922,1057,84,15816,14.9631,299,5.81853,
StressTests/4923,1056,125,15905,15.0616,287,5.85069,
StressTests/4924,1056,107,15889,15.0464,326,5.84698,
StressTests/4925,1056,180,16102,15.2481,244,5.87996,
StressTests/4926,1055,97,16569,15.7052,348,6.01181,
StressTests/4927,1055,78,16088,15.2493,250,5.87963,
StressTests/4928,1055,85,16352,15.4995,244,5.93229,
StressTests/4929,1055,81,15762,14.9403,241,5.80057,
StressTests/4930,1055,71,15624,14.8095,358,5.79355,
StressTests/4931,1055,70,15611,14.7972,304,5.78209,
StressTests/4932,1054,177,15668,14.8653,293,5.79417,
StressTests/4933,1055,99,16567,15.7033,310,6.00332,
StressTests/4934,1055,77,16444,15.5867,233,5.96066,
StressTests/4935,1055,79,16154,15.3118,430,5.93826,
StressTests/4936,1053,37,15647,14.8594,279,5.79002,
StressTests/4937,1054,133,16464,15.6205,237,5.96888,
StressTests/4938,1053,90,16463,15.6344,268,5.99293,
StressTests/4939,1054,91,16274,15.4402,192,5.91368,
StressTests/4940,1054,92,16428,15.5863,243,5.96245,
StressTests/4941,1054,225,15952,15.1347,367,5.87901,
StressTests/4942,1054,129,16367,15.5285,300,5.96292,
StressTests/4943,1053,96,16214,15.3979,208,5.90773,
StressTests/4944,1052,92,16486,15.6711,231,5.98119,
StressTests/4945,1053,79,16332,15.51,300,5.95838,
StressTests/4946,1052,88,15791,15.0105,464,5.87116,
StressTests/4947,1053,89,16178,15.3637,240,5.9087,
StressTests/4948,1052,92,15977,15.1873,287,5.87176,
StressTests/4949,1052,64,15694,14.9183,364,5.82833,
StressTests/4950,1052,65,16051,15.2576,370,5.91069,
StressTests/4951,1052,95,15860,15.076,194,5.82058,
StressTests/4952,1052,89,16009,15.2177,264,5.87393,
StressTests/4953,1051,92,15785,15.019,337,5.84135,
StressTests/4954,1051,82,15966,15.1912,254,5.86517,
StressTests/4955,1052,103,16458,15.6445,353,6.00357,
StressTests/4956,1052,100,16619,15.7975,402,6.05998,
StressTests/4957,1051,79,15951,15.177,296,5.87294,
StressTests/4958,1051,69,16040,15.2617,422,5.9242,
StressTests/4959,1051,99,16218,15.431,440,5.96644,
StressTests/4960,1050,82,16458,15.6743,268,5.98881,
StressTests/4961,1050,79,15946,15.1867,257,5.86549,
StressTests/4962,1050,82,15979,15.2181,259,5.87357,
StressTests/4963,1051,80,16239,15.451,272,5.93601,
StressTests/4964,1050,85,16179,15.4086,272,5.92603,
StressTests/4965,1049,77,16086,15.3346,244,5.89857,
StressTests/4966,1049,96,16116,15.3632,252,5.90738,
StressTests/4967,1048,86,16154,15.4141,300,5.93354,
StressTests/4968,1048,98,15887,15.1594,211,5.84893,
StressTests/4969,1048,108,16316,15.5687,264,5.97231,
StressTests/4970,1047,116,16370,15.6351,320,5.99259,
StressTests/4971,1047,101,16331,15.5979,322,5.98973,
StressTests/4972,1047,71,15947,15.2311,304,5.88838,
StressTests/4973,1047,123,16304,15.5721,188,5.94489,
StressTests/4974,1046,78,16021,15.3164,252,5.89772,
StressTests/4975,1047,83,16154,15.4288,261,5.92797,
StressTests/4976,1046,93,15554,14.87,283,5.7943,
StressTests/4977,1046,95,16308,15.5908,300,5.97559,
StressTests/4978,1046,75,16140,15.4302,181,5.90035,
StressTests/4979,1046,229,16219,15.5057,324,5.96145,
StressTests/4980,1046,73,15236,14.566,343,5.73049,
StressTests/4981,1045,81,15909,15.2239,226,5.86563,
StressTests/4982,1045,87,15653,14.9789,353,5.83549,
StressTests/4983,1045,92,16083,15.3904,98,5.86917,
StressTests/4984,1045,90,16074,15.3818,264,5.91565,
StressTests/4985,1045,102,15668,14.9933,353,5.84105,
StressTests/4986,1043,92,15994,15.3346,244,5.89969,
StressTests/4987,1044,90,16445,15.7519,252,6.006,
StressTests/4988,1044,102,15878,15.2088,420,5.91121,
StressTests/4989,1044,89,16618,15.9176,299,6.04913,
StressTests/4990,1043,105,15859,15.2052,292,5.87913,
StressTests/4991,1044,90,15747,15.0833,177,5.82603,
StressTests/4992,1044,240,16110,15.431,392,5.96064,
StressTests/4993,1043,102,16533,15.8514,178,6.01441,
StressTests/4994,1043,84,15836,15.1831,296,5.87422,
StressTests/4995,1042,108,16330,15.6718,150,5.94875,
StressTests/4996,1041,78,15808,15.1854,255,5.86583,
StressTests/4997,1041,270,15496,14.8857,277,5.79702,
StressTests/4998,1042,72,15661,15.0298,284,5.83365,
StressTests/4999,1042,86,15781,15.1449,226,5.84795,
StressTests/5000,1042,61,16420,15.7582,231,6.00216,
StressTests/5001,1042,98,15949,15.3061,279,5.90324,
StressTests/5002,1040,58,15779,15.1721,294,5.87145,
StressTests/5003,1040,30,15780,15.1731,245,5.86155,
StressTests/5004,1041,50,15773,15.1518,274,5.86401,
StressTests/5005,1041,78,16209,15.5706,341,5.98315,
StressTests/5006,1040,79,16246,15.6212,280,5.98121,
StressTests/5007,1039,46,15408,14.8296,298,5.78742,
StressTests/5008,1040,38,15926,15.3135,352,5.91911,
StressTests/5009,1040,38,15859,15.249,469,5.93351,
StressTests/5010,1040,56,15880,15.2692,357,5.91065,
StressTests/5011,1039,111,15700,15.1107,378,5.87702,
StressTests/5012,1038,53,15534,14.9653,217,5.8012,
StressTests/5013,1039,48,15830,15.2358,352,5.90046,
StressTests/5014,1039,41,16018,15.4167,351,5.94719,
StressTests/5015,1039,56,16140,15.5342,299,5.96264,
StressTests/5016,1039,68,15581,14.9962,277,5.82237,
StressTests/5017,1039,58,15467,14.8864,316,5.80679,
StressTests/5018,1038,69,16933,16.3131,171,6.14145,
StressTests/5019,1039,222,16053,15.4504,297,5.94146,
StressTests/5020,1038,48,15998,15.4123,240,5.91992,
StressTests/5021,1038,31,15918,15.3353,280,5.90911,
StressTests/5022,1038,35,16253,15.658,322,6.00216,
StressTests/5023,1037,73,16334,15.7512,155,5.98254,
StressTests/5024,1037,62,16507,15.918,252,6.05005,
StressTests/5025,1038,62,15317,14.7563,340,5.78022,
StressTests/5026,1038,53,15743,15.1667,261,5.86206,
StressTests/5027,1037,48,15782,15.2189,279,5.87971,
StressTests/5028,1038,85,15463,14.8969,246,5.79186,
StressTests/5029,1038,39,16240,15.6455,210,5.97624,
StressTests/5030,1038,116,16072,15.4836,376,5.96911,
StressTests/5031,1037,73,15831,15.2662,192,5.87225,
StressTests/5032,1036,57,16489,15.916,206,6.03656,
StressTests/5033,1037,51,15729,15.1678,279,5.86798,
StressTests/5034,1035,41,16051,15.5082,184,5.93067,
StressTests/5035,1036,92,15846,15.2954,293,5.90305,
StressTests/5036,1035,45,16051,15.5082,325,5.96394,
StressTests/5037,1036,68,15777,15.2288,298,5.88755,
StressTests/5038,1035,100,16249,15.6995,201,5.97902,
StressTests/5039,1035,67,16244,15.6947,243,5.98937,
StressTests/5040,1035,69,16376,15.8222,227,6.0162,
StressTests/5041,1035,68,16195,15.6473,320,5.99782,
StressTests/5042,1035,201,15652,15.1227,396,5.88477,
StressTests/5043,1035,63,15770,15.2367,331,5.89483,
StressTests/5044,1035,81,16139,15.5932,211,5.96306,
StressTests/5045,1034,44,16202,15.6692,375,6.01231,
StressTests/5046,1034,55,15355,14.8501,338,5.80252,
StressTests/5047,1034,66,15694,15.1779,287,5.87291,
StressTests/5048,1034,37,16159,15.6277,232,5.97033,
StressTests/5049,1034,32,15600,15.087,263,5.84342,
StressTests/5050,1034,117,16281,15.7456,216,5.99473,
StressTests/5051,1033,72,15110,14.6273,310,5.74074,
StressTests/5052,1033,75,15824,15.3185,221,5.89158,
StressTests/5053,1032,47,15544,15.062,281,5.85053,
StressTests/5054,1033,60,16081,15.5673,336,5.99641,
StressTests/5055,1032,84,15726,15.2384,291,5.88768,
StressTests/5056,1033,28,15714,15.212,261,5.86657,
StressTests/5057,1032,42,15938,15.4438,303,5.94369,
StressTests/5058,1033,56,15872,15.365,266,5.91228,
StressTests/5059,1032,71,15726,15.2384,211,5.86797,
StressTests/5060,1032,60,15799,15.3091,295,5.91336,
StressTests/5061,1032,54,15929,15.4351,242,5.92058,
StressTests/5062,1032,82,15190,14.719,377,5.77932,
StressTests/5063,1032,34,15525,15.0436,288,5.8375,
StressTests/5064,1032,124,16061,15.563,271,5.96504,
StressTests/5065,1030,75,15976,15.5107,290,5.95575,
StressTests/5066,1030,45,15800,15.3398,326,5.92265,
StressTests/5067,1031,37,15799,15.324,288,5.90841,
StressTests/5068,1031,50,15337,14.8758,347,5.81142,
StressTests/5069,1031,102,15591,15.1222,264,5.85045,
StressTests/5070,1030,52,16000,15.534,239,5.95063,
StressTests/5071,1031,29,16021,15.5393,264,5.95509,
StressTests/5072,1031,34,16230,15.742,319,6.01722,
StressTests/5073,1031,30,15792,15.3172,275,5.9045,
StressTests/5074,1031,64,15721,15.2483,401,5.91378,
StressTests/5075,1029,48,16407,15.9446,419,6.08686,
StressTests/5076,1029,33,15887,15.4393,344,5.95203,
StressTests/5077,1030,171,15451,15.001,255,5.81776,
StressTests/5078,1030,81,16294,15.8194,213,6.01717,
StressTests/5079,1030,124,15761,15.3019,306,5.90783,
StressTests/5080,1028,85,15825,15.394,261,5.92055,
StressTests/5081,1029,51,15380,14.9466,287,5.81471,
StressTests/5082,1029,47,15172,14.7444,344,5.77751,
StressTests/5083,1029,32,16007,15.5559,222,5.9494,
StressTests/5084,1028,39,15769,15.3395,356,5.93005,
StressTests/5085,1028,40,15891,15.4582,286,5.94278,
StressTests/5086,1028,49,15405,14.9854,335,5.83622,
StressTests/5087,1028,96,15863,15.4309,339,5.94786,
StressTests/5088,1028,35,15574,15.1498,270,5.86278,
StressTests/5089,1028,59,16081,15.643,234,5.97239,
StressTests/5090,1027,49,15869,15.4518,249,5.93203,
StressTests/5091,1027,46,15949,15.5297,365,5.98122,
StressTests/5092,1025,32,15384,15.0088,447,5.86971,
StressTests/5093,1025,35,14952,14.5873,227,5.74862,
StressTests/5094,1026,55,16088,15.6803,205,5.97386,
StressTests/5095,1026,114,15492,15.0994,303,5.85714,
StressTests/5096,1026,38,15695,15.2973,238,5.89051,
StressTests/5097,1024,79,15829,15.458,255,5.93382,
StressTests/5098,1024,57,15392,15.0312,369,5.8562,
StressTests/5099,1025,71,15491,15.1132,344,5.86463,
StressTests/5100,1025,74,15491,15.1132,245,5.84696,
StressTests/5101,1024,94,15810,15.4395,282,5.93664,
StressTests/5102,1024,38,15614,15.248,422,5.92031,
StressTests/5103,1024,50,16090,15.7129,196,5.98193,
StressTests/5104,1023,46,15748,15.3939,211,5.93332,
StressTests/5105,1024,278,15551,15.1865,360,5.89237,
StressTests/5106,1022,37,15474,15.1409,222,5.85098,
StressTests/5107,1022,63,15439,15.1067,435,5.89118,
StressTests/5108,1023,49,15533,15.1838,372,5.89542,
StressTests/5109,1022,54,15666,15.3288,387,5.93552,
StressTests/5110,1023,64,15657,15.305,318,5.91338,
StressTests/5111,1022,43,15535,15.2006,286,5.88232,
StressTests/5112,1022,35,15880,15.5382,276,5.96056,
StressTests/5113,1022,54,15783,15.4432,201,5.92117,
StressTests/5114,1022,54,15449,15.1164,293,5.85991,
StressTests/5115,1022,82,16129,15.7818,209,6.00661,
StressTests/5116,1020,81,15460,15.1569,313,5.87319,
StressTests/5117,1021,56,15444,15.1263,243,5.84863,
StressTests/5118,1020,465,15345,15.0441,223,5.82539,
StressTests/5119,1020,42,15652,15.3451,255,5.90574,
StressTests/5120,1021,50,15611,15.2899,273,5.89324,
StressTests/5121,1019,56,15720,15.4269,217,5.9165,
StressTests/5122,1019,99,15171,14.8881,308,5.80476,
StressTests/5123,1019,58,15306,15.0206,244,5.8237,
StressTests/5124,1019,63,15860,15.5643,306,5.97492,
StressTests/5125,1020,63,15926,15.6137,278,5.98035,
StressTests/5126,1020,69,15328,15.0275,519,5.89266,
StressTests/5127,1020,111,15871,15.5598,216,5.95152,
StressTests/5128,1019,43,15290,15.0049,346,5.84464,
StressTests/5129,1018,59,15590,15.3143,390,5.93261,
StressTests/5130,1017,44,15120,14.8673,250,5.78665,
StressTests/5131,1017,60,15668,15.4061,367,5.94975,
StressTests/5132,1018,58,15725,15.447,298,5.945,
StressTests/5133,1018,40,15603,15.3271,339,5.9237,
StressTests/5134,1018,53,16037,15.7534,320,6.02311,
StressTests/5135,1017,131,15415,15.1573,339,5.88125,
StressTests/5136,1017,59,16670,16.3913,284,6.16246,
StressTests/5137,1018,67,15530,15.2554,451,5.93391,
StressTests/5138,1016,29,15335,15.0935,252,5.84068,
StressTests/5139,1017,43,15610,15.3491,256,5.90887,
StressTests/5140,1017,115,15228,14.9735,275,5.8191,
StressTests/5141,1016,67,15865,15.6152,236,5.96997,
StressTests/5142,1017,58,16091,15.822,172,6.01574,
StressTests/5143,1015,36,15663,15.4315,224,5.92344,
StressTests/5144,1016,50,15463,15.2195,308,5.8916,
StressTests/5145,1016,49,15316,15.0748,314,5.85725,
StressTests/5146,1016,53,15561,15.3159,249,5.89756,
StressTests/5147,1016,72,15604,15.3583,239,5.9068,
StressTests/5148,1015,56,15313,15.0867,351,5.8667,
StressTests/5149,1015,41,15457,15.2286,342,5.90002,
StressTests/5150,1015,43,15553,15.3232,244,5.89956,
StressTests/5151,1015,66,16487,16.2433,157,6.10884,
StressTests/5152,1015,101,15536,15.3064,226,5.88897,
StressTests/5153,1014,51,15826,15.6075,261,5.97504,
StressTests/5154,1014,60,15412,15.1992,244,5.86663,
StressTests/5155,1014,56,15340,15.1282,286,5.85933,
StressTests/5156,1014,32,15455,15.2416,339,5.90331,
StressTests/5157,1014,59,15749,15.5316,202,5.94109,
StressTests/5158,1013,44,15315,15.1185,464,5.90279,
StressTests/5159,1012,64,15496,15.3123,418,5.94008,
StressTests/5160,1013,64,15512,15.3129,208,5.8862,
StressTests/5161,1012,53,14999,14.8211,328,5.79584,
StressTests/5162,1013,63,15209,15.0138,282,5.83123,
StressTests/5163,1012,69,15623,15.4377,282,5.93667,
StressTests/5164,1011,69,15288,15.1217,184,5.83598,
StressTests/5165,1012,66,15329,15.1472,298,5.86903,
StressTests/5166,1012,76,15855,15.667,245,5.9906,
StressTests/5167,1012,77,15770,15.583,341,5.99283,
StressTests/5168,1011,51,15232,15.0663,458,5.88776,
StressTests/5169,1012,51,15442,15.2589,372,5.91436,
StressTests/5170,1011,74,16432,16.2532,145,6.0917,
StressTests/5171,1011,134,15337,15.1701,397,5.89938,
StressTests/5172,1010,89,15840,15.6832,158,5.96368,
StressTests/5173,1010,43,15370,15.2178,395,5.91094,
StressTests/5174,1010,44,15408,15.2554,220,5.87376,
StressTests/5175,1010,69,15125,14.9752,239,5.80849,
StressTests/5176,1008,97,15220,15.0992,279,5.85258,
StressTests/5177,1009,35,15425,15.2874,236,5.88196,
StressTests/5178,1008,53,15529,15.4058,235,5.91805,
StressTests/5179,1008,53,15484,15.3611,315,5.92621,
StressTests/5180,1008,61,15743,15.6181,245,5.97415,
StressTests/5181,1009,48,15458,15.3201,395,5.93668,
StressTests/5182,1008,32,15359,15.2371,295,5.88922,
StressTests/5183,1009,44,15690,15.55,353,5.9834,
StressTests/5184,1009,42,15326,15.1893,248,5.87013,
StressTests/5185,1009,28,16808,16.6581,263,6.20851,
StressTests/5186,1008,56,17036,16.9008,227,6.23837,
StressTests/5187,1008,30,15124,15.004,339,5.84365,
StressTests/5188,1008,47,15044,14.9246,269,5.80497,
StressTests/5189,1007,74,15116,15.0109,208,5.80693,
StressTests/5190,1007,60,15911,15.8004,276,6.03351,
StressTests/5191,1007,58,15192,15.0864,239,5.84279,
StressTests/5192,1006,68,15028,14.9384,305,5.8335,
StressTests/5193,1007,50,15398,15.291,256,5.90181,
StressTests/5194,1006,45,15485,15.3926,242,5.91756,
StressTests/5195,1007,55,15611,15.5025,285,5.95448,
StressTests/5196,1007,85,15394,15.287,342,5.91422,
StressTests/5197,1007,158,15364,15.2572,384,5.91791,
StressTests/5198,1007,57,15301,15.1946,330,5.88776,
StressTests/5199,1005,57,15223,15.1473,415,5.89878,
StressTests/5200,1006,62,15221,15.1302,307,5.86642,
StressTests/5201,1006,56,15319,15.2276,312,5.88765,
StressTests/5202,1005,101,15509,15.4318,269,5.93418,
StressTests/5203,1005,37,15441,15.3642,264,5.91308,
StressTests/5204,1004,59,15238,15.1773,290,5.87503,
StressTests/5205,1005,37,15246,15.1701,414,5.90426,
StressTests/5206,1005,53,15505,15.4279,276,5.93347,
StressTests/5207,1004,80,15648,15.5857,206,5.95598,
StressTests/5208,1003,69,15520,15.4736,236,5.93433,
StressTests/5209,1004,42,15261,15.2002,342,5.89471,
StressTests/5210,1004,45,15506,15.4442,245,5.92989,
StressTests/5211,1003,51,14746,14.7019,457,5.7979,
StressTests/5212,1004,91,15730,15.6673,185,5.97484,
StressTests/5213,1003,117,15398,15.3519,209,5.89918,
StressTests/5214,1004,79,15376,15.3147,220,5.89247,
StressTests/5215,1004,122,15404,15.3426,365,5.93536,
StressTests/5216,1003,53,15560,15.5135,315,5.96578,
StressTests/5217,1003,73,15600,15.5533,233,5.9601,
StressTests/5218,1003,45,15522,15.4756,350,5.96503,
StressTests/5219,1003,44,15571,15.5244,405,5.98537,
StressTests/5220,1002,28,15267,15.2365,333,5.90098,
StressTests/5221,1002,46,15302,15.2715,269,5.89325,
StressTests/5222,1002,39,15598,15.5669,325,5.98175,
StressTests/5223,1002,46,15409,15.3782,434,5.95536,
StressTests/5224,1002,50,15371,15.3403,220,5.89641,
StressTests/5225,1002,28,15297,15.2665,271,5.89099,
StressTests/5226,1001,30,15107,15.0919,270,5.84612,
StressTests/5227,1001,42,15475,15.4595,320,5.95221,
StressTests/5228,1001,54,15655,15.6394,266,5.98202,
StressTests/5229,1001,51,15046,15.031,456,5.88035,
StressTests/5230,999,53,15024,15.039,231,5.82682,
StressTests/5231,1000,50,15422,15.422,267,5.93061,
StressTests/5232,1000,60,14741,14.741,271,5.7582,
StressTests/5233,1000,50,15294,15.294,264,5.89685,
StressTests/5234,1000,62,15364,15.364,233,5.90588,
StressTests/5235,1000,229,14971,14.971,283,5.82415,
